Location Name,Customer Name,Ship To Name,Part Name,PO Number,Job Number,OEM Number,Customer Part Number,Received Date,Kitting Boxing Date,Job Status Code,Work Order Status,Job Status,Barcode,CycleCount,Serial Number,Parameter,DC_Status,Lower Limit,Measurement MIN,Measurement MAX,Measurement AVG,Upper Limit,DMR ID,Tag,DMR Opened Date,DMR Closed Date,DMR Problem Description,DMR Problem Details,DMR Resolution Category,DMR Resolution Details,Customer ID,Historical Cycle Count,Kit Number,Measurement Count,Measurement Total,Normalize Statistics,PF Created Date,PF last updated date,Process Flow ID,PS Cycle Count,Ship to Customer,Work Order Status ID,WP Customer Part Number,WP Part ID
Location 2,,,Part 1,,,,,02/08/2019,2/18/2019 12:09:39 PM,,,,,33,SN10,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/04/2019,04/12/2019,,,,,34,SN10,Incoming Weight,Pass,15,28.6,28.6,28.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/04/2019,04/12/2019,,,,,34,SN10,Post Strip Weight,Pass,15,17.8,17.8,17.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/04/2019,04/12/2019,,,,,34,SN10,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/04/2019,04/12/2019,,,,,34,SN10,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.648,17.648,17.648,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/04/2019,04/12/2019,,,,,34,SN10,CDI - Upper Lip Radial Thickness,Pass,0.326,0.331,0.331,0.331,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/04/2019,04/12/2019,,,,,34,SN10,CDI - Avg Wall Cell Thickness,Pass,0.126,0.126,0.126,0.126,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/04/2019,04/12/2019,,,,,34,SN10,CDI - Distance,Pass,0.572,0.592,0.592,0.592,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/04/2019,04/12/2019,,,,,34,SN10,Surface Roughness- Post Blast,Pass,200,221,300,261,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/04/2019,04/12/2019,,,,,34,SN10,Inner Cells,Pass,0,329,525,447.5,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/04/2019,04/12/2019,,,,,34,SN10,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/06/2019,5/13/2019 7:18:33 PM,,,,,35,SN10,Incoming Weight,Pass,15,28.2,28.2,28.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/06/2019,5/13/2019 7:18:33 PM,,,,,35,SN10,Post Strip Weight,Pass,15,18.2,18.2,18.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/06/2019,5/13/2019 7:18:33 PM,,,,,35,SN10,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/06/2019,5/13/2019 7:18:33 PM,,,,,35,SN10,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.649,17.649,17.649,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/06/2019,5/13/2019 7:18:33 PM,,,,,35,SN10,CDI - Upper Lip Radial Thickness,Pass,0.326,0.331,0.331,0.331,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/06/2019,5/13/2019 7:18:33 PM,,,,,35,SN10,CDI - Avg Wall Cell Thickness,Pass,0.126,0.126,0.126,0.126,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/06/2019,5/13/2019 7:18:33 PM,,,,,35,SN10,CDI - Distance,Pass,0.572,0.59,0.59,0.59,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/06/2019,5/13/2019 7:18:33 PM,,,,,35,SN10,Surface Roughness- Post Blast,Pass,200,289,300,294.75,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/06/2019,5/13/2019 7:18:33 PM,,,,,35,SN10,Inner Cells,Pass,0,379,499.3,453.9666667,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/06/2019,5/13/2019 7:18:33 PM,,,,,35,SN10,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/06/2019,06/10/2019,,,,,36,SN10,Incoming Weight,Pass,15,28.6,28.6,28.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/06/2019,06/10/2019,,,,,36,SN10,Post Strip Weight,Pass,15,17.8,17.8,17.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/06/2019,06/10/2019,,,,,36,SN10,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/06/2019,06/10/2019,,,,,36,SN10,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.649,17.649,17.649,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/06/2019,06/10/2019,,,,,36,SN10,CDI - Upper Lip Radial Thickness,Pass,0.326,0.329,0.329,0.329,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/06/2019,06/10/2019,,,,,36,SN10,CDI - Avg Wall Cell Thickness,Pass,0.126,0.126,0.126,0.126,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/06/2019,06/10/2019,,,,,36,SN10,CDI - Distance,Pass,0.572,0.591,0.591,0.591,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/06/2019,06/10/2019,,,,,36,SN10,Surface Roughness- Post Blast,Pass,200,251,289,271,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/06/2019,06/10/2019,,,,,36,SN10,Inner Cells,Pass,0,216,399,277.5,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/06/2019,06/10/2019,,,,,36,SN10,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/02/2018,15/02/2018,,,,,1,SN11,Incoming Weight,Pass,15,19.8,19.8,19.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/02/2018,15/02/2018,,,,,1,SN11,Post Strip Weight,Pass,15,19.8,19.8,19.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/02/2018,15/02/2018,,,,,1,SN11,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/02/2018,15/02/2018,,,,,1,SN11,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.631,17.631,17.631,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/02/2018,15/02/2018,,,,,1,SN11,CDI - Upper Lip Radial Thickness,Pass,0.326,0.346,0.346,0.346,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/02/2018,15/02/2018,,,,,1,SN11,CDI - Avg Wall Cell Thickness,Pass,0.126,0.134,0.134,0.134,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/02/2018,15/02/2018,,,,,1,SN11,CDI - Distance,Pass,0.572,0.581,0.581,0.581,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/02/2018,15/02/2018,,,,,1,SN11,Surface Roughness- Post Blast,Pass,200,251,277,260.75,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/02/2018,15/02/2018,,,,,1,SN11,Inner Cells,Pass,0,46,204,85.5,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/02/2018,15/02/2018,,,,,1,SN11,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,14/03/2018,26/03/2018,,,,,2,SN11,Incoming Weight,Pass,15,31,31,31,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,14/03/2018,26/03/2018,,,,,2,SN11,Post Strip Weight,Pass,15,19.8,19.8,19.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,14/03/2018,26/03/2018,,,,,2,SN11,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,14/03/2018,26/03/2018,,,,,2,SN11,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.631,17.631,17.631,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,14/03/2018,26/03/2018,,,,,2,SN11,CDI - Upper Lip Radial Thickness,Pass,0.326,0.346,0.346,0.346,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,14/03/2018,26/03/2018,,,,,2,SN11,CDI - Avg Wall Cell Thickness,Pass,0.126,0.133,0.133,0.133,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,14/03/2018,26/03/2018,,,,,2,SN11,CDI - Distance,Pass,0.572,0.572,0.572,0.572,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,14/03/2018,26/03/2018,,,,,2,SN11,Surface Roughness- Post Blast,Pass,200,257,304,279.75,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,14/03/2018,26/03/2018,,,,,2,SN11,Inner Cells,Pass,0,40,68,48.83333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,14/03/2018,26/03/2018,,,,,2,SN11,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,25/04/2018,09/05/2018,,,,,3,SN11,Incoming Weight,Pass,15,30,30,30,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,25/04/2018,09/05/2018,,,,,3,SN11,Post Strip Weight,Pass,15,19.6,19.6,19.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,25/04/2018,09/05/2018,,,,,3,SN11,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,25/04/2018,09/05/2018,,,,,3,SN11,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.632,17.632,17.632,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,25/04/2018,09/05/2018,,,,,3,SN11,CDI - Upper Lip Radial Thickness,Pass,0.326,0.345,0.345,0.345,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,25/04/2018,09/05/2018,,,,,3,SN11,CDI - Avg Wall Cell Thickness,Pass,0.126,0.133,0.133,0.133,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,25/04/2018,09/05/2018,,,,,3,SN11,CDI - Distance,Pass,0.572,0.582,0.582,0.582,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,25/04/2018,09/05/2018,,,,,3,SN11,Surface Roughness- Post Blast,Pass,200,278,300,288.25,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,25/04/2018,09/05/2018,,,,,3,SN11,Inner Cells,Pass,0,62,105,78.5,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,25/04/2018,09/05/2018,,,,,3,SN11,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,07/06/2018,19/06/2018,,,,,4,SN11,Incoming Weight,Pass,15,29.8,29.8,29.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,07/06/2018,19/06/2018,,,,,4,SN11,Post Strip Weight,Pass,15,19.6,19.6,19.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,07/06/2018,19/06/2018,,,,,4,SN11,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,07/06/2018,19/06/2018,,,,,4,SN11,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.632,17.632,17.632,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,07/06/2018,19/06/2018,,,,,4,SN11,CDI - Upper Lip Radial Thickness,Pass,0.326,0.345,0.345,0.345,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,07/06/2018,19/06/2018,,,,,4,SN11,CDI - Avg Wall Cell Thickness,Pass,0.126,0.133,0.133,0.133,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,07/06/2018,19/06/2018,,,,,4,SN11,CDI - Distance,Pass,0.572,0.582,0.582,0.582,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,07/06/2018,19/06/2018,,,,,4,SN11,Surface Roughness- Post Blast,Pass,200,208,217,212.25,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,07/06/2018,19/06/2018,,,,,4,SN11,Inner Cells,Pass,0,77,168,106.5,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,07/06/2018,19/06/2018,,,,,4,SN11,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/07/2018,20/07/2018,,,,,5,SN11,Incoming Weight,Pass,15,29.6,29.6,29.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/07/2018,20/07/2018,,,,,5,SN11,Post Strip Weight,Pass,15,19.8,19.8,19.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/07/2018,20/07/2018,,,,,5,SN11,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/07/2018,20/07/2018,,,,,5,SN11,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.633,17.633,17.633,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/07/2018,20/07/2018,,,,,5,SN11,CDI - Upper Lip Radial Thickness,Pass,0.326,0.345,0.345,0.345,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/07/2018,20/07/2018,,,,,5,SN11,CDI - Avg Wall Cell Thickness,Pass,0.126,0.132,0.132,0.132,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/07/2018,20/07/2018,,,,,5,SN11,CDI - Distance,Pass,0.572,0.583,0.583,0.583,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/07/2018,20/07/2018,,,,,5,SN11,Surface Roughness- Post Blast,Pass,200,236,275,259,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/07/2018,20/07/2018,,,,,5,SN11,Inner Cells,Pass,0,99,153,133,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/07/2018,20/07/2018,,,,,5,SN11,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,21/08/2018,30/08/2018,,,,,6,SN11,Incoming Weight,Pass,15,30,30,30,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,21/08/2018,30/08/2018,,,,,6,SN11,Post Strip Weight,Pass,15,19.4,19.4,19.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,21/08/2018,30/08/2018,,,,,6,SN11,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,21/08/2018,30/08/2018,,,,,6,SN11,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.633,17.633,17.633,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,21/08/2018,30/08/2018,,,,,6,SN11,CDI - Upper Lip Radial Thickness,Pass,0.326,0.344,0.344,0.344,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,21/08/2018,30/08/2018,,,,,6,SN11,CDI - Avg Wall Cell Thickness,Pass,0.126,0.132,0.132,0.132,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,21/08/2018,30/08/2018,,,,,6,SN11,CDI - Distance,Pass,0.572,0.582,0.582,0.582,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,21/08/2018,30/08/2018,,,,,6,SN11,Surface Roughness- Post Blast,Pass,200,225,300,274,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,21/08/2018,30/08/2018,,,,,6,SN11,Inner Cells,Pass,0,75,181,146.1666667,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,21/08/2018,30/08/2018,,,,,6,SN11,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/10/2018,12/10/2018,,,,,7,SN11,Incoming Weight,Pass,15,31.6,31.6,31.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/10/2018,12/10/2018,,,,,7,SN11,Post Strip Weight,Pass,15,19.6,19.6,19.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/10/2018,12/10/2018,,,,,7,SN11,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/10/2018,12/10/2018,,,,,7,SN11,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.633,17.633,17.633,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/10/2018,12/10/2018,,,,,7,SN11,CDI - Upper Lip Radial Thickness,Pass,0.326,0.345,0.345,0.345,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/10/2018,12/10/2018,,,,,7,SN11,CDI - Avg Wall Cell Thickness,Pass,0.126,0.132,0.132,0.132,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/10/2018,12/10/2018,,,,,7,SN11,CDI - Distance,Pass,0.572,0.584,0.584,0.584,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/10/2018,12/10/2018,,,,,7,SN11,Surface Roughness- Post Blast,Pass,200,284,298,289.5,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/10/2018,12/10/2018,,,,,7,SN11,Inner Cells,Pass,0,127,189,149.8333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,04/10/2018,12/10/2018,,,,,7,SN11,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,21/11/2018,29/11/2018,,,,,8,SN11,Incoming Weight,Pass,15,30,30,30,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,21/11/2018,29/11/2018,,,,,8,SN11,Post Strip Weight,Pass,15,19.4,19.4,19.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,21/11/2018,29/11/2018,,,,,8,SN11,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,21/11/2018,29/11/2018,,,,,8,SN11,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.634,17.634,17.634,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,21/11/2018,29/11/2018,,,,,8,SN11,CDI - Upper Lip Radial Thickness,Pass,0.326,0.344,0.344,0.344,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,21/11/2018,29/11/2018,,,,,8,SN11,CDI - Avg Wall Cell Thickness,Pass,0.126,0.131,0.131,0.131,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,21/11/2018,29/11/2018,,,,,8,SN11,CDI - Distance,Pass,0.572,0.583,0.583,0.583,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,21/11/2018,29/11/2018,,,,,8,SN11,Surface Roughness- Post Blast,Pass,200,215,291,245.25,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,21/11/2018,29/11/2018,,,,,8,SN11,Inner Cells,Pass,0,235,489,354.6666667,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,21/11/2018,29/11/2018,,,,,8,SN11,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,31/07/2018,13/08/2018,,,,,1,SN12,Incoming Weight,Pass,15,30.4,30.4,30.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,31/07/2018,13/08/2018,,,,,1,SN12,Post Strip Weight,Pass,15,19.6,19.6,19.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,31/07/2018,13/08/2018,,,,,1,SN12,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,31/07/2018,13/08/2018,,,,,1,SN12,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.629,17.629,17.629,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,31/07/2018,13/08/2018,,,,,1,SN12,CDI - Upper Lip Radial Thickness,Pass,0.326,0.347,0.347,0.347,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,31/07/2018,13/08/2018,,,,,1,SN12,CDI - Avg Wall Cell Thickness,Pass,0.126,0.133,0.133,0.133,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,31/07/2018,13/08/2018,,,,,1,SN12,CDI - Distance,Pass,0.572,0.589,0.589,0.589,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,31/07/2018,13/08/2018,,,,,1,SN12,Surface Roughness- Post Blast,Pass,200,279,319,296.5,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,31/07/2018,13/08/2018,,,,,1,SN12,Inner Cells,Pass,0,47,78,56.83333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,31/07/2018,13/08/2018,,,,,1,SN12,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,28/08/2018,12/09/2018,,,,,2,SN12,Incoming Weight,Pass,15,26.4,26.4,26.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,28/08/2018,12/09/2018,,,,,2,SN12,Post Strip Weight,Pass,15,19.8,19.8,19.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,28/08/2018,12/09/2018,,,,,2,SN12,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,28/08/2018,12/09/2018,,,,,2,SN12,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.632,17.632,17.632,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,28/08/2018,12/09/2018,,,,,2,SN12,CDI - Upper Lip Radial Thickness,Pass,0.326,0.347,0.347,0.347,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,28/08/2018,12/09/2018,,,,,2,SN12,CDI - Avg Wall Cell Thickness,Pass,0.126,0.133,0.133,0.133,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,28/08/2018,12/09/2018,,,,,2,SN12,CDI - Distance,Pass,0.572,0.581,0.581,0.581,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,28/08/2018,12/09/2018,,,,,2,SN12,Surface Roughness- Post Blast,Pass,200,228,254,243.25,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,28/08/2018,12/09/2018,,,,,2,SN12,Inner Cells,Pass,0,45,79,61.83333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,28/08/2018,12/09/2018,,,,,2,SN12,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,24/09/2018,05/10/2018,,,,,3,SN12,Incoming Weight,Pass,15,28.4,28.4,28.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,24/09/2018,05/10/2018,,,,,3,SN12,Post Strip Weight,Pass,15,19.6,19.6,19.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,24/09/2018,05/10/2018,,,,,3,SN12,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,24/09/2018,05/10/2018,,,,,3,SN12,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.632,17.632,17.632,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,24/09/2018,05/10/2018,,,,,3,SN12,CDI - Upper Lip Radial Thickness,Pass,0.326,0.346,0.346,0.346,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,24/09/2018,05/10/2018,,,,,3,SN12,CDI - Avg Wall Cell Thickness,Pass,0.126,0.133,0.133,0.133,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,24/09/2018,05/10/2018,,,,,3,SN12,CDI - Distance,Pass,0.572,0.582,0.582,0.582,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,24/09/2018,05/10/2018,,,,,3,SN12,Surface Roughness- Post Blast,Pass,200,242,300,278.75,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,24/09/2018,05/10/2018,,,,,3,SN12,Inner Cells,Pass,0,54,64,58.33333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,24/09/2018,05/10/2018,,,,,3,SN12,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
